company,description,address,website,email,phone,products
Little Busy Bee Farm,"We are a small family farm in Stagecoach, Nevada, committed to growing all natural foods. Heirloom varieties are our favorite. We use organic compost and do not use GMOs, pesticides or chemicals on our plants.","5520 Navajo Trail, Stagecoach, NV 89429",None,littlebusybeefarm@gmail.com,775-526-9189,"asparagus, cantaloupe, carrots, cucumbers, eggs, fresh herbs, honey, kale, lettuce, peas, potatoes, radish, salad greens, spinach, summer squash, tomatoes, watermelon, winter squash, zucchini"
Loping Coyote Farms,"Loping Coyote Farms was born in 2008 when owner Nathan’s parents unexpectedly called him to announce that they were ripping out their lawn. They could no longer stomach the absurd amount of water being used every summer to keep their cool season Kentucky blue grass green all the hot summer. Nathan moved back home and, with the help of many wonderful people, began the work of designing and building a permaculture-designed food forest-based farm in his parents’ one-acre backyard.
Almost immediately they jumped into learning how to manage a nursery as part of Loping Coyote Farm because the site needed a lot of plants and because Nathan and his friend Neil tend to push each other’s plant geek button so they couldn’t help but start propagating, which turns out to be an invaluable part of learning plants. They still both work together, along with a great crew of other local people interested in this type of system, in the maintenance of the Loping Coyote Farm site. They also continue to observe and reflect upon and respond to the site with shifting designs and new experimental plantings. Thus far, the steadily evolving and maturing nature of the project, with all the unexpected emergent properties as well as the designed relationships that sometimes actually happen, has been always rich and exciting, even if littered with enlightening failures!","Reno, NV 89506",https://www.lopingcoyotefarms.com/,lopingcoyotefarms@gmail.com,775-686-0008,nursery plants
Lotspeich Family Farm,"Lotspeich Family Farm is a family-owned and operated farm in Deeth, Nevada, committed to raising the highest quality vegetables and lamb.
We grow our produce using natural techniques. It is high quality, and we sell it at farmers markets and at the farm.
Our lamb is grown is also grown using natural techniques. We sell lamb frozen in the box or on the hoof if desired.  Our lamb is young and fresh, and we have many repeat customers to demonstrate the quality of the meat. Call for availability.","3439 Starr Valley Road, Deeth, NV 89823",None,llotspeich@yahoo.com,775-752-3462,"asparagus, basil, beets, broccoli, cabbage, carrots, cauliflower, cucumbers, dill, fresh herbs, green beans, green onions, jams/jellies, kale, lamb, leeks, lettuce, onions, peas, potatoes, radish, rhubarb, salad greens, salad mix, shallots, spinach, summer squash, sweet corn, sweet peppers, tomatillos, tomatoes, winter squash, zucchini"
Lovelace Family Farm,"Our product of choice are ethically raised chicken and quail eggs.
Our colorful packages and deep orange yolks are sure to please anyone looking for hearty, homegrown and fresh food!","3031 W. Susan Ave, Pahrump NV, 89060",https://www.lovelacefamilyfarm.com/,Darkize09@hotmail.com,702-372-9130,eggs
MacDougall Apiary Company,Providing fresh local honey to Northern Nevada! Look for our honey in retailers and farmers markets!,"PO Box 1289, Lovelock, NV 89419",None,hivemacdougall@gmail.com,775-273-7243,"compost/manure, hay/straw, honey"
Macondo Farm,"Experience the magic of real local food at this new urban farm that opened in May 2019! I am a beginning farmer and and plan to become certified organic in 2020 when I have full grasp of what I am doing as a new farmer. I have fresh eggs from happy and healthy chickens with lots of space to forage and a diet of organic, soy-free food. I am growing kale, okra, watermelon, spinach, tomato, chili peppers, bell peppers, cabbage, eggplant, strawberries, raspberries, radishes, mint, peas, cilantro, lettuce, parsley, grapes, broccoli, arugula, cauliflower and more, all on my small, urban farm. I will begin growing microgreens and cut flowers soon. More than  six varieties of fruit trees: cherry, apple, pear, jojobe, apricot and peach. Thank you for your support of a local, female, minority farmer!","12130 Mahogany Dr. Reno, 89511",None,macondofarmreno@gmail.com,775-772-8652,"apples, apricots, arugula, broccoli, cabbage, cauliflower, eggplant, eggs, flowers, grapes, herbs, hot peppers, kale, lavender, lettuce, microgreens, okra, peaches, pears, peas"
Marie’s Farm,"We are an urban farm in Sparks, Nevada, and we grow herbs, plants, edible flowers and cut flowers. Look for our product at local farmers markets, flower shops and retailers. Call or send us an email for product availability.","Sparks, NV 89431",None,Sandcra@hotmail.com,775-335-5594,"dried herbs, edible flowers, fresh flowers, fresh herbs"
Maryalice’s Sprout Farm,"MaryAlice’s Sprout Farm is a unique farming concept that offers people a varietal blend of organic sprouts in big bags. We are committed to making sprouts a primary food source in the world. We have a state-of-the-art, small, commercial sprout-growing facility and bring in organic seed from around the world. We have the ability to grow 650 pounds pounds every five days. You can find our sprouts at Great Basin Community Food Co-op in Reno.","Reno, NV 89502",https://www.masprouts.com/,ma@masprouts.com,775-219-6111,sprouts
Mewaldt Organics,"Welcome to Mewaldt Organics! Thanks so much for your support!!!
From Bill and Korena Mewaldt
Sustainable agriculture development is arguably one of the most important endeavors of mankind today.  To that end, we have devoted much of our energy to production of wholesome food and teaching others, through example, how and why sustainable or organic farming methods work.   Bill has a PhD in biology and Korena is a Master Gardener.  Together we match theory with practical knowledge to offer what we believe is the only sensible way to grow food.  Working with nature is always easier and more productive than fighting it.   We challenge all sorts of food crops to our local environment and save the seeds of the successful ones to act as parents of the next generation.
Over the past 25 years we have tested hundreds of varieties of food crops, herbs and flowers for their ability to withstand our harsh, high-desert climate conditions. We save seeds of those which show promise and hopefully improve them by selection for favorable traits.  We were already saving seeds as an integral part of our organic farming operation, so saving extra seeds to sell was an easy adjustment.  You now can get the benefit of our testing and selection.
Saving seeds is an important part of maintaining a sustainable garden or farm.  Once you find open-pollinated varieties that do well in your garden or farm, you are wise to save seeds from the best examples.  Over the years, you will generally find improvements in such things as flavor, disease resistance, vigor and productivity, among many others.  For more information on seed saving, see our store link.
Retail Outlets:  A selection of our seeds is usually available for sale at the Flower Tree Nursery in Fallon and at the Great Basin Community Food Co-Op in Reno.
Produce Outlets:  We market most of our produce through the Great Basin Community Food Co-op in Reno and several upscale restaurants in the Reno.","Fallon, NV 89406",http://www.mewaldtorganics.com/,mewaldtorganics@live.com,775-867-3469,"garlic, nursery plants, seeds, sunchokes, tomatoes"
Michael’s Apples,"Hi, I’m Michael Janik. Thank you for visiting my page. I have a collection orchard in beautiful Paradise Valley in Northern Nevada containing 100 varieties of apples, a dozen stone fruits, currants, raspberries and grapes. All of my trees are on dwarf rootstocks and are supported on wire fences. I have grafted over half of my trees and pruned them as espaliers, central-leader dwarf pyramids, and French-axe forms.
I am a retired certified arborist, now providing pruning lessons and consulting about growing fruit trees in Northern Nevada, and I teach grafting classes each spring. I am also a Nevada Nursery Stock Dealer #8642 and sell bare-root, dwarf apple trees in March and April. To request a price/availability email list, send me an email
If you live in northern Nevada, you may want to subscribe to my free monthly newsletter containing tree care tips, educational links, recommended books, and where to find local products/services for your fruit trees.
A wealth of information on fruit and fruit trees exists in print and on the internet. Visit my website for a list of some of my favorite resources.
And did I mention that I’m also a beekeeper.?You can find my honey at retailers in Winnemucca or by calling me.","Paradise Valley, Nevada 89426",http://michaelsapples.com/,michael@michaelsapples.com,775-722-6303,"honey, plants"
MoJo Farm,"We are a small, urban farm in Reno with spring through fall production of greens, herbs and root vegetables. We use natural farming practices and source high quality seeds. Look for our products at local farmers markets.","Reno, Nevada 89512",None,mojofarmreno@gmail.com,775-846-3211,"beets, mushrooms, salad greens, turnips"
Montero Goat Farm,"Hi, I’m Gloria Montero, owner of Montero Goat Farm, a lifelong resident of Fallon, Nevada, and I’ve been in the goat business for over 25 years.
The legacy of Montero Goat Farm begins in the early 1920s. My grandfather immigrated to the United States from Portugal. He settled in California where he owned a cow dairy and also kept goats for meat and milk to feed his family. My father was raised with goats and moved to Fallon in 1963. He milked cows by profession and also kept about 60 goats for food and milk and to sell to the public.
While I have grown up around goats my entire life, I didn’t take it up as a profession until 1993. I started with a great herd of registered La Mancha milk goats. In 1998 I bought my first meat goat, a 100% full blood registered Boer buck. From there, I started a breeding program to raise quality, healthy meat goats for the general public and to raise awareness of the health benefits of goat meat.
  I reached out to the local 4-H Club, only to find out that there was no goat program in Fallon! So – I became a 4-H leader and convinced the Nevada Junior Livestock show to allow children to show goats. I also started the goat program here in Fallon. Most recently I have ventured into pack goats and discovered another exciting new world!
  I now have goats in Lovelock grazing on pastures on the Clinger Ranch. Rancher Carl Clinger also has goats, and we work together to provide the consumer with the best quality meat we can. We focus on natural methods of health management; no hormones or steroids are used on our goats. We do not feed or advocate the use of genetically modified feeds. Our goats are grazed on pastures with plenty of fresh air and sunshine.
  Boer Goats are my specialty. I raise goats for meat and dairy and also for pack uses and weed control. What a versatile animal!","PO Box 6392, Fallon, NV 89407",None,goatdiva@yahoo.com,775-427-8210,goat
Mountain Mushrooms,"Mountain Mushrooms, north of Reno, is the only mushroom grower in the Reno-Tahoe area. Owner Nate Rosenbloom’s small-scale production farm focuses on growing the highest quality gourmet mushrooms for local restaurants and home cooks alike.
The farm specializes in oyster mushrooms and shitake mushrooms. You can enjoy them at many Reno area restaurants, and they are also available at the Great Basin Community Food Co-op in Reno.","Bordertown, NV",http://www.mtmushrooms.com/,info@mtmushrooms.com,775-686-0008,mushrooms
Mystic Fairy Gardens,"I grow succulents for indoor use, and I use them to make succulent arrangements as well as selling individual plants.","35 East L St., Sparks, NV 89431",None,melissa_tiller@hotmail.com,805-636-3955,houseplants
Nevada Sunset Winery – Rose Vineyard,"Meet the growers and vintners of Roze Vineyard and Nevada Sunset Winery!
Mike is a local Reno businessman who has been involved with this community for many years. His interest in wine also started several years ago – both drinking it and making it! Mike has had the dream of having a winery for quite a while and was excited when this could be a reality in Reno.
Alynn moved to Reno three years ago and also got involved in the dream. She’s been helping in the vineyard and winery ever since. Together they’ve managed to grow and harvest grapes in Fallon, get the paperwork done and re-furbish their building into the beautiful space it is today for production, tasting and events. Mike’s and Alynn’s kids have also been a great help – as well as many friends who now know how to crush and press grapes!","415 East 4th Street, Suite B, Reno, NV 89512",http://nevadasunsetwinery.com/,alynn@nevadasunsetwinery.com,775-867-2639,"grapes, wine"
New Harvest Farm,New Harvest Farm is an urban farm located in Reno near downtown and the scenic Truckee River. We specialize in growing pea shoots and sunflower shoots. You can find our products year-round at the Great Basin Community Food Co-op and at many restaurants in the Reno/Sparks/Tahoe region.,"2149 Westfield Ave., Reno, NV 89509",None,newharvestfarm@gmail.com,775-229-6855,"micro-greens, salad greens"
Nibs Farm,"We are a local family farm growing vegetables and fruits not only for our local community but for everyone to enjoy. Look for us at local farmers markets, and you might find some of our produce in restaurants in the Carson City and Dayton area.","406 Day Lane, Smith, NV 89430",None,Acmeprocessinc@gmail.com,775-508-8516,"apricots, arugula, asparagus, basil, beets, blackberries, broccoli, cantaloupe, carrots, cucumbers, dill, eggs, flowers, Goji berries, grapes, green onions, herbs, hot peppers, kale, lettuce"
Nyala Gardens,"Nyala Gardens is a premium provider of hemp seeds and starts and biomass. Our mission is to build and maintain a long-term plant propagation business that has growth, profitability and integrity, an integral part of the emerging hemp business community.
Our farm is a second-generation family farm located in the high desert of South Central Nevada. Our water seeps down from the towering mountains to be finely filtered through volcanic rock into our pure cold water aquifer. 
Nyala, the ghost town that our farm is named from, was  settled in the 1860s as a rest stop for travelers. A well at the site provided water for the horse teams that traveled through hot and dry Railroad Valley. In 1913 a settlement began to form  that included a ranch as well as a boardinghouse, a general store, and a restaurant. The ranch has had several owners throughout the years, and many of the original buildings are in use today. We are proud of our heritage, and the well that provided water for weary travelers a century ago now grows the best in organic Nevada produce.","HC 76 Box 1031, Tonopah, NV 89049",None,elar200@gmail.com,775-374-4152,"hay/straw, hemp"
Oasis Biotech,"One of the largest, most technologically-advanced Indoor Vertical Farming facilities in the United States. With state-of-the-art LED lighting technology and precise hydroponic growing methods, our expert team provides our customers with a wide array of fresh, pesticide-free, non-GMO, produce and non-traditional crops 365 days a year. Our agricultural system recycles 100% of unused water and nutrient consumption while significantly reducing environmental impacts.
Our 215,000-square-foot indoor vertical farm facility is the only of its kind in Las Vegas, NV. There, we grow an ever-widening array of edible produce and non-traditional crops for our customers. In a city famous for amazing restaurants and world-class chefs who demand the best in fresh, healthy food, we grow a wide selection of delicious lettuces, microgreens, herbs and more.
Currently selling to local restaurants with plans to be in local grocery stores.
Tours available upon request.","6225 Annie Oakley Dr., Las Vegas, NV 89120",http://www.oasisbiotech.com/,info@oasisbiotech.com,(702) 570-5656,"arugula, basil, fresh herbs, lettuce, micro-greens, microgreens, salad greens, salad mix"
OU Nuts,"Ron “O.U.” and Meili Thaxton began farming in the Pahrump Valley in 1998 when they planted a grove of pistachio trees on North Blagg Road. The orchard sits on 18 acres. They acquired an additional 1.7 acres of land fronting Highway 160 in 2014, where they now have a retail storefront to purchase their nuts.
Previously, O.U. Nuts had been selling their products from the farm, at local retail stores and at special events and farmers markets.
The family farm grows a variety of nuts and vegetables and offers different flavored pistachios from onion garlic to jalapeno, as well as the raw pistachios. All of their crops have one thing in common.
“This farm grows all its crops with love,” says Meili.","3400 N. Blagg Rd. , Pahrump, NV 89060",None,ounuts@pahrump.com,775-727-0310,"apples, cucumbers, eggplant, garlic, hot peppers, melons, onions, peaches, pistachios, plums, pomegranates, radish, summer squash, sweet peppers, sweet potato, tomatoes, winter squash, zucchini"
Pahrump Honey Company,"Pahrump Honey Company is based in Pahrump, Nevada, close to the Nevada-California border.   Our desert honey is gathered by bees collecting nectar and pollen from many desert plants such as yucca, mesquite, wild flowers, fruit orchards and alfalfa fields.
Some nectar is also gathered from the native grasses and thistle bushes, flowering ground covers and cottonwood, elm and mesquite trees. Where there is a flower in the desert, you may find one of our industrious bees going about their business of gathering the elixir of life for you.
Pahrump Honey Company is focused on providing high-quality apiary products. Our honey comes directly from the hive to you with only one stop at the cheese cloth filter station (no steam filtering or cleaning), and then into the bottles and jars for your personal use.  Our raw honey is never over-heated, nor is anything added or taken away.","5731 S. Malibou Ave., Pahrump, NV 89061",https://www.pahrumphoney.com/,cboix@live.com,775-513-4537,"bee pollen, beeswax, honey"
Park Farm – Reno Food Systems,"Reno Food Systems is a nonprofit organization working to cultivate community-based food systems through education, research and civic engagement. Our vision is to support a resilient, interconnected local food system that supports personal health, environmental sustainability and economic viability.
We operate Park Farm, a five-acre urban farm in west Reno open to the public for produce and seedling sales, workshops, u-pick days, farm & garden club meetings and other events. We also offer volunteer opportunities on the farm.","3295 Mayberry Drive, Reno, NV 89509",https://www.renofoodsystems.org/,lyndsey@renofoodsystems.org,775-815-1113,"arugula, basil, beets, cabbage, carrots, chard, cilantro, cucumbers, eggplant, fresh herbs, green beans, kale, melons, nursery plants, parsnips, peas, peppers, pumpkins, radish, salad greens, summer squash, sweet peppers, tomatoes, turnips, watermelon, winter squash, zucchini"
Peri & Sons Farms,"Peri & Sons Farms is proud of our premium line of domestically–grown white, yellow, red, sweet and organic onions. Owner David Peri fell in love with onions when he was 18 years old, and for over 30 years David has been passionately growing a wide variety of 100% pesticide-free and organic onions on his farms in Nevada and California. The only thing the Peri & Sons Farms team likes more than growing onions is spreading the word about how wonderful they are.","102 N. McLeod St, Yerington, NV 89447",http://www.periandsons.com/,onions@periandsons.com,775-463-4444,"lettuce, melons, onions, salad greens"
Perigo Hay & Cattle,"Located in high-desert Nevada in the Lund/Ely area, Perigo Hay & Cattle is a family-owned ranching and farming operation that prides our self in producing quality beef and high-test alfalfa that our consumers will love. On the ranching side, we have a cow/calf operation, and sell cuts of beef directly to consumers. On the farming side, we grow alfalfa and orchard grass alfalfa mix available for retail.","Ely, NV 89301",https://www.perigohaycattle.com/,jessperigo@gmail.com,775-238-0085,"alfalfa, beef, hay/straw"
Petals and Pages Flowers,"We are a flower farm located in the Great Basin just west of Reno, Nevada. As a new farmer we are so excited to explore the thousands of varieties of flowers, but really are focusing our efforts on hard-to-find, hard-to-ship and antique cultivars. Our arrangements are loaded with quality flowers that are either grown right here on our farm or sourced from reputable, local and organically produced product. We never sacrifice quality for cost and will go above and beyond to make your special event, wedding, funeral or delivery an unforgettable and unique experience.","865 Woodchuck Drive, Fernley, NV 89408",http://www.petalsandpagesflowers.com/,hello@petalsandpagesflowers.com,775-302-3328,"basil, dried flowers, flowers, fresh flowers, fresh herbs, gourds, lavender, lavender products, pumpkins"
Pick’n and Grin’n Produce Stand,"Local producer of farm fresh produce proudly serving Fallon and Northern Nevada.
We produce a wide variety of vegetables.  Enjoy early season produce such as lettuce, kale, turnips, radishes and beets in the spring. Discover the tastiest varieties of tomatoes, cucumbers, peppers, squash, watermelon and other warm season veggies when summer arrives. In the fall, pumpkins and winter squash will round out the season.","PO Box 5681, Fallon, NV 89407",None,fishhead_84533@yahoo.com,775-217-2418,"beets, broccoli, brussels sprouts, cabbage, cantaloupe, carrots, cucumbers, garlic, grapes, green beans, green onions, hot peppers, kale, kohlrabi, leeks, lettuce, onions, potatoes, pumpkins, radish, rhubarb, salad greens, salad mix, summer squash, sweet corn, sweet peppers, tomatoes, turnips, watermelon, winter squash, zucchini"
Pioneer Farms,"Scott Goodpasture of Pioneer Farms has been farming in the Fallon area since he was 18 years old. He got his start by growing alfalfa for a neighbor, but yearned to grow vegetables and other specialty crops.
He opened Pioneer Farms in 1992. Over the years he has grown a variety of row crops and has been steadily adding new crops, evolving right along with the interest in local food. Scott has always been known for his incredible melons. Now he is making his mark with things such as gigantic beautiful heads of Romaine lettuce, cabbage, and broccoli, several varieties of flowers.  And last but not least, giant pumpkins!
You can find Scott’s products at farmers markets, farm stands and retailers in Northern Nevada.","9525 Pioneer Way, Fallon, NV 89406",None,andalusian@cccomm.net,775-867-2015,"arugula, broccoli, cabbage, cantaloupe, carrots, cauliflower, cucumbers, edible flowers, eggplant, fresh flowers, garlic, gourds, green beans, hearts o' gold melons, hot peppers, kohlrabi, leeks, lettuce, melons, onions, parsnips, pumpkins, radish, salad greens, salad mix, summer squash, sweet corn, sweet peppers, tomatoes, turnips, watermelon, winter squash, zucchini"
Plant Love Homestead,"We offer a variety of sustainably-produced heirloom vegetables and herbs, and  rare and heritage breeds of poultry, eggs for eating and hatching (chicken-Mosaic, Ayam Cemani, Crested Swedish Flower Hens, Large Fowl Cochin, Black & Blue Copper Marans, & Olive Eggers, duck-Muscovy , turkey-Royal Palm, pheasant-Ringneck, and quail-Coturnix, Button), Boer goat, Dorper lamb, and AGH/Kune Kune pork.","6528 Victor Drive, Fallon NV 89406",None,plantlove2@gmail.com,775-427-0249,"apples, artichoke, basil, beets, broccoli, brussels sprouts, cabbage, carrots, chard, chicken, corn, cucumbers, duck, eggs, fresh flowers, fresh herbs, garlic, goat, Goji berries, green beans"
Pleasant Valley Farm,None,"50 Connie Way, Reno, NV 89521",None,ctaylor2130@charter.net,775-848-7960,"beans, beets, carrots, cucumbers, eggplant, flowers, fresh herbs, garlic, hot peppers, kale, lettuce, onions, pumpkins, radish, salad greens, spinach, tomatoes, turnips, winter squash, zucchini"
Prema Farm,"As a new farm positioned in a unique valley at 5200 feet, we continue to explore our boundaries and experiment with a wide variety of crops—both commonly known and relatively unknown. We’re fortunate in that Reno has proven to be a curious region, with chefs and farm share members alike interested in trying exotic varieties and flavors. In short, we grow whatever the mountains let us grow!
We are a small family farm, certified organic, specializing in diverse vegetables available through farmers market, farm boxes (CSA) and wholesale accounts. We offer spring, summer and fall farm share boxes with a limit of 80 members.  If you would like to sign up, please contact us at premaorganics@gmail.com.","1350 Long Valley Road, Reno, NV 89508",https://www.premafarm.com/,premaorganics@gmail.com,775-513-1518,"arugula, basil, beets, broccoli, cabbage, carrots, cauliflower, cucumbers, eggplant, fresh herbs, garlic, green beans, green onions, kale, leeks, lettuce, melons, onions, peas, peppers, radish, salad greens, salad mix, spinach, summer squash, swiss chard, tomatoes, turnips, watermelon, zucchini"
Primetime Farms,"Welcome to our desert oasis located 60 miles west of Las Vegas, between Las Vegas and Death Valley. Our goal is to become as self-sustainable as possible and to be good stewards of our land and animals.
Our main goal and focus is raising animals humanely and providing them the best possible environment in which to grow. This environment must include full access to grass pastures. Our beliefs are what guided us on our path to becoming an “animal welfare approved” farm for our fresh, pastured eggs, chickens, and geese. All of farm activities are performed with organic and or bio-dynamic growing methods and principles.
Fresh from the farm, we offer produce year round! We take great pride in the full rich flavor of our vegetables thanks to our all natural pesticide and herbicide-free gardening practices.  Have a taste, and you’ll know what we’re talking about!","4190 Equus Ct, Pahrump, NV 89060",http://primetimefarm.com/,primetimefarms@gmail.com,775-751-8788,"arugula, beef, cabbage, celery, chicken, eggs, fresh herbs, garlic, grapes, green beans, kale, leeks, lettuce, onions, peas, peppers, pork, potatoes, salad greens, shallots, tomatillos"
Quail Hollow Farm,"Quail Hollow Farm offers you fresh, quality produce, eggs, honey and meat locally grown with care, to serve our community.  At Quail Hollow Farm we sell “shares” of the harvest each season available to pick up weekly in baskets at the farm or delivered to selected sites.
The purpose for Quail Hollow Farm CSA is fourfold:
One, it is our desire to be good stewards of our land.  Nothing seems more beneficial than to raise wholesome, nutritious food on our farm that we may share with friends and family.
Two, we believe that fresh locally-grown, organic fruits and vegetables are indispensable for optimal nutrition and health.     Three, we have a strong desire for self-sufficiency for our family and for our community.
And, fourth, is simply the joy of the whole gardening process: working the soil (literally being grounded), patiently watching the growing process, the taste of the first ripe tomato, and the harmony of the seasons.
In addition, it is our desire to share this experience with others, offering enjoyable hands-on opportunities to learn the science and skill of gardening and preserving the harvest.
We look forward to sharing a wonderful harvest season with you!
Our farm is located in the beautiful Moapa Valley of Southern Nevada overlooking the scenic Valley of Fire and Red Rocks.  We are about 50 miles north of Las Vegas nestled in a  small agricultural community just 10 miles from the north end of Lake Mead.
Monte & Laura Bledsoe","PO Box 688, Overton, NV 89040",http://www.quailhollowfarmcsa.com/,quailhollowfarm@mvdsl.com,702-397-2021,"basil, beans, beets, broccoli, cabbage, carrots, chinese greens, cucumbers, eggplant, eggs, fresh herbs, garlic, green beans, green onions, honey, hot peppers, kale, lettuce, melons, onions, peppers, potatoes, pumpkins, salad greens, salad mix, spinach, summer squash, sweet corn, sweet peppers, swiss chard, tomatoes, watermelon, winter squash, zucchini"
Radiant Valley Organics,"We are a family farm and our children enjoy helping feed the pigs, learning about organic agriculture, and also learning about the local food system.
We sell an ancient breed of livestock that are near extinction, largely because industrial agriculture willfully pushed healthy, heritage breeds aside for more profitable, faster-growing animals. Rare heritage breeds are saved when popular demand increases and farmers have the incentive to raise them.
We value biodiversity and holistic management practices of the land and encourage visitors to come experience our farm in person.","205 Will Sauer Road, Reno NV 89704",http://www.radiantvalleyorganics.com/,info@radiantvalleyorganics.com,415-317-2067,pork
Rail City Garden Center,"Locally owned and operated since 1996, Rail City Garden Center has the most unique nursery experience in Northern Nevada. Check out our nursery starts grown in our own greenhouses, specializing in Italian vegetables for summer gardens.","1720 Brierley Way, Sparks, NV 89434",http://railcitygardencenter.com/,pawl@railcitygarden.net,775-355-1551,
Rau Bees,"With more than 3,000 hives, Rau Bees is one of Nevada’s largest beekeepers. Father and son Jon and Josh Rau are busy year round providing hives to farms to pollinate crops and then harvesting the honey for consumers.
Look for Rau Bees honey and honey products at local farmers markets, festivals and retailers.","Fallon, NV 89406",None,raubees@gmail.com,775-427-8050,"bee pollen, beeswax, honey"
Rays Honey,The best local honey in the Las Vegas area. 100% pure honey harvested by honeybees in the Mohave Valley off the banks of the Colorado river,"1400 Colorado Street, Boulder City, NV 89005",http://www.rayshoneyonline.com/,rrnpd@yahoo.com,702-885-1260,"bee pollen, beeswax, honey"
Redd Barney Ranch,"Redd Barney Ranch is located in Nevada’s high desert, minutes from Reno and nestled in the majestic Rose Mountains. We run a dual purpose operation that includes a small breeding program and complete hitch training for Clydesdale horses. We also raise purebread Shorthorns for breeding stock and beef which is available to purchase by the half or whole, all of which is raised naturally and without growth hormones.","505 Two Forty Rd., Reno, NV 89510",http://www.reddbarneyclydesdales.com/contact.htm,nevadabarnes@yahoo.com,775-475-2040,beef
Renner Farm,None,"2493 State Route 208, Smith, Nevada",http://rennerfarms.co/,tom_tosca@msn.com,775-465-2460 or 775-771-1852,"cantaloupe, corn, eggplant, garlic, hay/straw, honey, hot peppers, melons, peppers, pumpkins, summer squash, sweet corn, sweet peppers, tomatoes, zucchini"
Reno Living Microgreens LLC,"We grow and sell living microgreens hydroponically in 100% food-safe plastic trays, in a coconut fiber pad with NO pesticides, NO fertilizers, and NO soil, using only purified water. All our seeds are non-GMO and untreated.
Microgreens are young seedlings of herbs and vegetables that are harvested generally less than 14 days after germination. Our microgreens are still living when sold, providing a longer shelf life and higher nutritional value.","1060 Hunter Lake Dr, Reno, NV 89509",https://www.renolivingmicrogreens.com/,RenoLivingMicrogreens@gmail.com,775-223-4645,"broccoli, kale, kohlrabi, leeks, micro-greens, microgreens, peas, radish"
River School Farm,"The River School Farm is located along the banks of the Truckee River on a beautiful site with colorfully landscaped gardens, outdoor amphitheater, stage, and picnic area. Our facilities also include an outdoor prep area, dance studio, and vegetable growing areas.
Our farm prides itself on growing food year-round in this high desert, urban environment. Using a variety of innovative growing techniques we are able to produce a diverse mix of organic vegetables and herbs even in the coldest months. We practice responsible micro-farming, aspiring to work within a closed system where we generate our own fertility and food.  In that pursuit we also raise chickens, ducks, goats and keep bees, all of whom contribute to a healthy, wholesome model of living.
We sell our produce through the Great Basin Community Food Co-op during the warm and cold seasons.
The bees have been working overtime this year, producing pounds and pounds of honey. Come check out our operation for yourself, schedule a farm tour!","7777 White Fir, Reno, NV 89523",http://www.riverschoolfarm.org/,info@riverschoolfarm.org,775-747-2222,"edible flowers, fresh herbs, grapes, honey"
rLm Ranch,"Locally raised beefalo, beef, pork, chicken, turkey, farm fresh eggs & seasonal produce. We raise meat & produce for you the way you’d raise them. Our animals are always on pasture and/or locally-grown hay, & we never use hormones or steroids. We’re raising quality, locally grown products for Winnemucca.","4500 Davis Lane Winnemucca, NV 89445",https://gleanwinnemucca.com/,gleanwinnemucca@gmail.com,775-686-8391,"basil, beef, beets, broccoli, brussels sprouts, cabbage, cantaloupe, carrots, chicken, cucumbers, eggplant, eggs, fresh herbs, hot peppers, peppers, pork, summer squash, sweet peppers, tomatoes, turkey, winter squash, zucchini"
Rural Health and Nutrition Initiative,"In February 2021, Healthy Communities Coalition signed an agreement to lease the former Dayton Valley Aquaponics greenhouse facility in Dayton, Nevada, and the Rural Health & Nutrition Iniative (RHNI) was born. The greenhouse, a 30,000-square-foot facility with growing space, offices, and two kitchen/prep spaces, was the perfect facility to expand upon HCC’s commitment to food systems and food security in Western Nevada.
Getting started wasn’t easy. Nearly fifty volunteers from around the community stepped up to help prepare the facility for the first growing season. The ongoing contributions of time and expertise from our volunteer network keep the facility running. Thank you volunteers!
Currently, the RHNI is growing fresh fruits and vegetables for HCC’s three food pantries, farmers markets, and local restaurants and distributors. Future plans for RHNI include a commercial kitchen, vegetable nursery, community garden, cooking workshops, food demos, youth internship opportunities, and a summer workstudy program.
RHNI is a nonprofit, greenhouse-based farm with a vision for a rural Nevada where a data-driven approach and robust local food solutions alleviate food insecurity; where residents are educated and empowered to make decisions about their health; and where a systems approach encourages inclusive community participation in the food economy.","175 River Rd., Dayton, NV 89403",https://healthycomm.org/food-hub/rhni/,cortney@hcclsc.org,304-588-0458,"beets, carrots, chard, cucumbers, green beans, herbs, hot peppers, kale, lettuce, okra, peppers, radish, salad greens, sweet peppers, tomatoes, winter squash"
Rusty Skillet Ranch & Quail Farm,"Don’t Be Chicken! Try Quail.
The Rusty Skillet Ranch raises all of our birds humanely in open air aviaries with plenty of fresh air and sunshine. This isn’t a factory farm, we include edible plants and natural foraging in all of our aviary designs. Our birds have plenty of room to spread their wings and fly!
You can rest assured knowing that when you take home Rusty Skillet Ranch quail and farm-fresh eggs you are contributing to a local, sustainable, cruelty-free food source.","1225 Freds Mountain Rd., Reno, NV 89508",http://www.rustyskilletranch.com/,joechambers.jc@gmail.com,775-287-7665,eggs
Sand Hill Dairy,None,"3500 Trento Lane, Fallon, NV 89406",http://sandhilldairy.wpengine.com/,ialves@hotmail.com,775-745-9115,"cheese, milk"
